N_capas;n_neurs_capa_0;actfunct_capa_0_tanh;actfunct_capa_0_relu;actfunct_capa_0_sigmoid;dropout_capa_0;bidirectional_capa_0;LSTM_o_GRU_capa_0;cerrar_con_capa_densa;n_neurs_capa_densa;actfunct_capa_densa_tanh;actfunct_capa_densa_relu;actfunct_capa_densa_sigmoid;actfunct_capa_densa_None;optimizador_adam;optimizador_sgd;loss_function_mean_squared_error;loss_function_mean_absolute_error;batch_size;Media_Movil_250_Close;Fibonacci_300_cuerpo;Media_Movil_50_rendimiento;Media_Movil_250_rendimiento;Fibonacci_150_sombra;Media_Movil_3_Close;Fibonacci_20_cuerpo;Fibonacci_50_sombra;Media_Movil_30_Close;Media_Movil_100_rendimiento;Fibonacci_100_sombra;Media_Movil_150_Close;Media_Movil_100_Close;Media_Movil_20_Close;Fibonacci_50_cuerpo;Media_Movil_20_rendimiento;Suavizamiento_Exponencial_0.3_rendimiento;Fibonacci_300_sombra;Fibonacci_150_cuerpo;Suavizamiento_Exponencial_0.2_rendimiento;Media_Movil_300_Close;Suavizamiento_Exponencial_0.1_Close;Fibonacci_80_cuerpo;Media_Movil_120_rendimiento;Media_Movil_4_rendimiento;Suavizamiento_Exponencial_0.5_Close;Media_Movil_10_rendimiento;Fibonacci_100_cuerpo;Media_Movil_200_rendimiento;Media_Movil_80_Close;Suavizamiento_Exponencial_0.05_rendimiento;Suavizamiento_Exponencial_0.4_Close;Fibonacci_200_cuerpo;Media_Movil_30_rendimiento;Media_Movil_150_rendimiento;Fibonacci_20_sombra;Suavizamiento_Exponencial_0.6_Close;Media_Movil_200_Close;Suavizamiento_Exponencial_0.3_Close;Suavizamiento_Exponencial_0.7_Close;Media_Movil_120_Close;Fibonacci_80_sombra;Media_Movil_10_Close;Media_Movil_4_Close;Media_Movil_5_rendimiento;Media_Movil_3_rendimiento;Suavizamiento_Exponencial_0.1_rendimiento;Suavizamiento_Exponencial_0.2_Close;Suavizamiento_Exponencial_0.4_rendimiento;Media_Movil_300_rendimiento;Suavizamiento_Exponencial_0.5_rendimiento;Suavizamiento_Exponencial_0.05_Close;Media_Movil_5_Close;Media_Movil_50_Close;Media_Movil_80_rendimiento;Suavizamiento_Exponencial_0.7_rendimiento;Fibonacci_200_sombra;Suavizamiento_Exponencial_0.6_rendimiento;ECM_test;loss_func;ECM_test_norm;n_neurs_capa_1;actfunct_capa_1_tanh;actfunct_capa_1_relu;actfunct_capa_1_sigmoid;dropout_capa_1;bidirectional_capa_1;LSTM_o_GRU_capa_1;n_neurs_capa_2;actfunct_capa_2_tanh;actfunct_capa_2_relu;actfunct_capa_2_sigmoid;dropout_capa_2;bidirectional_capa_2;LSTM_o_GRU_capa_2;n_neurs_capa_3;actfunct_capa_3_tanh;actfunct_capa_3_relu;actfunct_capa_3_sigmoid;dropout_capa_3;bidirectional_capa_3;LSTM_o_GRU_capa_3;n_neurs_capa_4;actfunct_capa_4_tanh;actfunct_capa_4_relu;actfunct_capa_4_sigmoid;dropout_capa_4;bidirectional_capa_4;LSTM_o_GRU_capa_4;n_neurs_capa_5;actfunct_capa_5_tanh;actfunct_capa_5_relu;actfunct_capa_5_sigmoid;dropout_capa_5;bidirectional_capa_5;LSTM_o_GRU_capa_5;n_neurs_capa_6;actfunct_capa_6_tanh;actfunct_capa_6_relu;actfunct_capa_6_sigmoid;dropout_capa_6;bidirectional_capa_6;LSTM_o_GRU_capa_6;n_neurs_capa_7;actfunct_capa_7_tanh;actfunct_capa_7_relu;actfunct_capa_7_sigmoid;dropout_capa_7;bidirectional_capa_7;LSTM_o_GRU_capa_7;n_neurs_capa_8;actfunct_capa_8_tanh;actfunct_capa_8_relu;actfunct_capa_8_sigmoid;dropout_capa_8;bidirectional_capa_8;LSTM_o_GRU_capa_8;n_neurs_capa_9;actfunct_capa_9_tanh;actfunct_capa_9_relu;actfunct_capa_9_sigmoid;dropout_capa_9;bidirectional_capa_9;LSTM_o_GRU_capa_9;n_neurs_capa_10;actfunct_capa_10_tanh;actfunct_capa_10_relu;actfunct_capa_10_sigmoid;dropout_capa_10;bidirectional_capa_10;LSTM_o_GRU_capa_10;n_neurs_capa_11;actfunct_capa_11_tanh;actfunct_capa_11_relu;actfunct_capa_11_sigmoid;dropout_capa_11;bidirectional_capa_11;LSTM_o_GRU_capa_11;n_neurs_capa_12;actfunct_capa_12_tanh;actfunct_capa_12_relu;actfunct_capa_12_sigmoid;dropout_capa_12;bidirectional_capa_12;LSTM_o_GRU_capa_12;n_neurs_capa_13;actfunct_capa_13_tanh;actfunct_capa_13_relu;actfunct_capa_13_sigmoid;dropout_capa_13;bidirectional_capa_13;LSTM_o_GRU_capa_13;n_neurs_capa_14;actfunct_capa_14_tanh;actfunct_capa_14_relu;actfunct_capa_14_sigmoid;dropout_capa_14;bidirectional_capa_14;LSTM_o_GRU_capa_14
3,0;37,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;63,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;31,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02130315452814102;mean_absolute_error;0,9957948394467343;69,0;1,0;0,0;0,0;0,0;0,0;0,0;54,0;0,0;1,0;0,0;0,22254048593640385;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,0;36,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;63,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;31,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,021308552473783493;mean_absolute_error;0,9960471610645156;69,0;1,0;0,0;0,0;0,0;0,0;0,0;53,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,0;36,0;1,0;0,0;0,0;0,10606089649604271;0,0;0,0;0,0;62,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;30,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02131715603172779;mean_absolute_error;0,9964493258514487;68,0;0,0;0,0;1,0;0,13341415420444147;0,0;0,0;52,0;0,0;1,0;0,0;0,0;0,0;0,0;60,0;1,0;0,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,0;36,0;1,0;0,0;0,0;0,21199218506604128;0,0;0,0;0,0;61,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;29,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,001067171455360949;mean_squared_error;1,0006771165915032;67,0;0,0;0,0;1,0;0,2666974027731045;0,0;0,0;51,0;0,0;1,0;0,0;0,0;0,0;0,0;59,0;1,0;0,0;0,0;0,19982309755005523;0,0;0,0;60,0;0,0;1,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,0;36,0;1,0;0,0;0,0;0,32971237099848255;0,0;0,0;0,0;60,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;28,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010654475772753358;mean_squared_error;0,9990606515488888;66,0;0,0;0,0;1,0;0,40601530729536184;0,0;0,0;50,0;1,0;0,0;0,0;0,0;0,0;0,0;58,0;1,0;0,0;0,0;0,1996410708916783;0,0;0,0;59,0;0,0;1,0;0,0;0,19980118285854845;0,0;0,0;60,0;0,0;1,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,0;36,0;1,0;0,0;0,0;0,4498410636749817;0,0;0,0;0,0;59,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;27,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010657120728865266;mean_squared_error;0,9993086667148005;65,0;0,0;0,0;1,0;0,5;0,0;0,0;49,0;1,0;0,0;0,0;0,0;0,0;0,0;57,0;0,0;1,0;0,0;0,19945657503400965;0,0;0,0;58,0;0,0;1,0;0,0;0,1996047112060538;0,0;0,0;59,0;0,0;1,0;0,0;0,19986620157354484;0,0;0,0;60,0;0,0;0,0;1,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;58,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;26,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010654120706021786;mean_squared_error;0,9990273572594509;64,0;0,0;0,0;1,0;0,5;0,0;0,0;48,0;0,0;1,0;0,0;0,0;0,0;0,0;56,0;1,0;0,0;0,0;0,1992697857480556;0,0;0,0;57,0;0,0;1,0;0,0;0,1994087250643743;0,0;0,0;58,0;0,0;1,0;0,0;0,19973024036334375;0,0;0,0;59,0;0,0;1,0;0,0;0,19987158386522674;0,0;0,0;60,0;0,0;0,0;1,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;57,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;25,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010658294195309281;mean_squared_error;0,9994187016123528;63,0;0,0;0,0;1,0;0,5;0,0;0,0;47,0;0,0;1,0;0,0;0,0;0,0;0,0;55,0;0,0;0,0;1,0;0,19908116702128606;0,0;0,0;56,0;0,0;1,0;0,0;0,19921224123643214;0,0;0,0;57,0;0,0;1,0;0,0;0,19959241965743452;0,0;0,0;58,0;1,0;0,0;0,0;0,19974137713222193;0,0;0,0;59,0;0,0;1,0;0,0;0,199891557657166;0,0;0,0;60,0;0,0;0,0;1,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;56,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;24,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010816305875778198;mean_squared_error;1,0142353153818744;62,0;0,0;0,0;1,0;0,5;0,0;0,0;46,0;0,0;0,0;1,0;0,0;0,0;0,0;54,0;1,0;0,0;0,0;0,19889025008229647;0,0;0,0;55,0;0,0;1,0;0,0;0,19901476074597071;0,0;0,0;56,0;0,0;1,0;0,0;0,1994524010343788;0,0;0,0;57,0;0,0;0,0;1,0;0,1996091088672745;0,0;0,0;58,0;1,0;0,0;0,0;0,199781005002718;0,0;0,0;59,0;0,0;0,0;1,0;0,19986856985737156;0,0;0,0;60,0;1,0;0,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;55,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;23,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010685139568522573;mean_squared_error;1,001935968217072;61,0;0,0;0,0;1,0;0,5;0,0;0,0;45,0;0,0;0,0;1,0;0,0;0,0;0,0;53,0;1,0;0,0;0,0;0,19869392299544472;0,0;0,0;54,0;0,0;1,0;0,0;0,1988237147718324;0,0;0,0;55,0;0,0;1,0;0,0;0,19930732123294626;0,0;0,0;56,0;1,0;0,0;0,0;0,19947246918563674;0,0;0,0;57,0;0,0;0,0;1,0;0,19966675386992228;0,0;0,0;58,0;0,0;1,0;0,0;0,19973267998506186;0,0;0,0;59,0;0,0;1,0;0,0;0,19972723139133358;0,0;0,0;60,0;1,0;0,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;55,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;23,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,001066221040673554;mean_squared_error;0,9997859212506128;61,0;0,0;0,0;1,0;0,5;0,0;0,0;45,0;0,0;0,0;1,0;0,0;0,0;0,0;53,0;1,0;0,0;0,0;0,19869392299544472;0,0;0,0;54,0;0,0;1,0;0,0;0,1988237147718324;0,0;0,0;55,0;0,0;1,0;0,0;0,19930732123294626;0,0;0,0;56,0;1,0;0,0;0,0;0,19947246918563674;0,0;0,0;57,0;0,0;0,0;1,0;0,19966675386992228;0,0;0,0;58,0;0,0;1,0;0,0;0,19973267998506186;0,0;0,0;59,0;0,0;1,0;0,0;0,19972723139133358;0,0;0,0;60,0;1,0;0,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;54,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;22,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010659012477844954;mean_squared_error;0,9994860543224617;60,0;0,0;0,0;1,0;0,5;0,0;0,0;44,0;0,0;0,0;1,0;0,0;0,0;0,0;52,0;0,0;1,0;0,0;0,19849651386039258;0,0;0,0;53,0;1,0;0,0;0,0;0,1986319893886421;0,0;0,0;54,0;1,0;0,0;0,0;0,19916118647141298;0,0;0,0;55,0;1,0;0,0;0,0;0,19933479418046654;0,0;0,0;56,0;0,0;1,0;0,0;0,19955155019399204;0,0;0,0;57,0;0,0;0,0;1,0;0,19959579026166563;0,0;0,0;58,0;0,0;1,0;0,0;0,19945344744792803;0,0;0,0;59,0;1,0;0,0;0,0;0,19993817923389995;0,0;0,0;60,0;0,0;0,0;1,0;0,2;0,0;0,0;;;;;;;;;;;;;;;;;;;;;
13,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;53,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;21,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010655506048351526;mean_squared_error;0,9991572595690613;59,0;0,0;0,0;1,0;0,5;0,0;0,0;43,0;0,0;0,0;1,0;0,0;0,0;0,0;51,0;0,0;0,0;1,0;0,1982968774956484;0,0;0,0;52,0;1,0;0,0;0,0;0,19843749829697607;0,0;0,0;53,0;1,0;0,0;0,0;0,19901285158027457;0,0;0,0;54,0;1,0;0,0;0,0;0,19919502059311037;0,0;0,0;55,0;0,0;1,0;0,0;0,1994340609601333;0,0;0,0;56,0;0,0;0,0;1,0;0,19945694073153694;0,0;0,0;57,0;0,0;1,0;0,0;0,19917765374944185;0,0;0,0;58,0;0,0;1,0;0,0;0,1998741852989893;0,0;0,0;59,0;0,0;1,0;0,0;0,1998708930963765;0,0;0,0;60,0;0,0;1,0;0,0;0,2;0,0;0,0;;;;;;;;;;;;;;
14,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;52,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;20,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010671638883650303;mean_squared_error;1,0006700210871966;58,0;0,0;0,0;1,0;0,5;0,0;0,0;42,0;0,0;0,0;1,0;0,0;0,0;0,0;50,0;0,0;0,0;1,0;0,19809487837043782;0,0;0,0;51,0;0,0;0,0;1,0;0,19824005936645023;0,0;0,0;52,0;0,0;1,0;0,0;0,19886218328199892;0,0;0,0;53,0;1,0;0,0;0,0;0,19905287327047924;0,0;0,0;54,0;0,0;1,0;0,0;0,1993142574491227;0,0;0,0;55,0;0,0;0,0;1,0;0,19931586731860745;0,0;0,0;56,0;0,0;0,0;1,0;0,198899731738433;0,0;0,0;57,0;0,0;0,0;1,0;0,19980792388796892;0,0;0,0;58,0;0,0;0,0;1,0;0,1997395576089131;0,0;0,0;59,0;0,0;0,0;1,0;0,1998629314250019;0,0;0,0;60,0;0,0;1,0;0,0;0,2;0,0;0,0;;;;;;;
15,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;51,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;19,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010665396694093943;mean_squared_error;1,0000846965627168;57,0;0,0;0,0;1,0;0,5;0,0;0,0;41,0;0,0;0,0;1,0;0,0;0,0;0,0;49,0;0,0;1,0;0,0;0,1978902012011425;0,0;0,0;50,0;0,0;1,0;0,0;0,19804011634153948;0,0;0,0;51,0;0,0;0,0;1,0;0,198708927960533;0,0;0,0;52,0;1,0;0,0;0,0;0,1989081421092697;0,0;0,0;53,0;0,0;1,0;0,0;0,19919190249846275;0,0;0,0;54,0;0,0;1,0;0,0;0,19917229858974006;0,0;0,0;55,0;1,0;0,0;0,0;0,1986194495660447;0,0;0,0;56,0;1,0;0,0;0,0;0,19973914767317674;0,0;0,0;57,0;0,0;1,0;0,0;0,19960576101307945;0,0;0,0;58,0;1,0;0,0;0,0;0,1997233645976873;0,0;0,0;59,0;1,0;0,0;0,0;0,19985067202339535;0,0;0,0;60,0;0,0;1,0;0,0;0,2;0,0;0,0
15,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;50,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;18,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0010655052028596401;mean_squared_error;0,9991146865432226;56,0;0,0;0,0;1,0;0,5;0,0;0,0;40,0;0,0;0,0;1,0;0,0;0,0;0,0;48,0;1,0;0,0;0,0;0,1976829898992373;0,0;0,0;49,0;0,0;0,0;1,0;0,19783759693606975;0,0;0,0;50,0;1,0;0,0;0,0;0,1985531434942371;0,0;0,0;51,0;1,0;0,0;0,0;0,19876098524743382;0,0;0,0;52,0;0,0;1,0;0,0;0,1990670617105662;0,0;0,0;53,0;0,0;0,0;1,0;0,19902627262688294;0,0;0,0;54,0;1,0;0,0;0,0;0,19833700733786577;0,0;0,0;55,0;1,0;0,0;0,0;0,19966809020933365;0,0;0,0;56,0;1,0;0,0;0,0;0,19946961674121566;0,0;0,0;57,0;0,0;0,0;1,0;0,1995815289123925;0,0;0,0;58,0;0,0;1,0;0,0;0,1996988567358742;0,0;0,0;59,0;0,0;0,0;1,0;0,19985996611779616;0,0;0,0
15,0;36,0;1,0;0,0;0,0;0,5;0,0;0,0;0,0;49,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;0,0;17,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,001065542921423912;mean_squared_error;0,9991500549031501;55,0;0,0;0,0;1,0;0,5;0,0;0,0;39,0;0,0;0,0;1,0;0,0;0,0;0,0;47,0;0,0;1,0;0,0;0,19718862933246906;0,0;0,0;48,0;0,0;1,0;0,0;0,1973436218487897;0,0;0,0;49,0;1,0;0,0;0,0;0,1981108668132353;0,0;0,0;50,0;0,0;1,0;0,0;0,19832282857299866;0,0;0,0;51,0;1,0;0,0;0,0;0,19867069562186615;0,0;0,0;52,0;0,0;1,0;0,0;0,19860695343281054;0,0;0,0;53,0;0,0;0,0;1,0;0,19780148942422138;0,0;0,0;54,0;1,0;0,0;0,0;0,19931803328459294;0,0;0,0;55,0;0,0;0,0;1,0;0,19908102095626398;0,0;0,0;56,0;1,0;0,0;0,0;0,19918347854266202;0,0;0,0;57,0;0,0;0,0;1,0;0,19930845706432027;0,0;0,0;58,0;0,0;1,0;0,0;0,19942198673367006;0,0;0,0
