periodo;ultimo_cierre;id;tipo_oc;n;beta;cambio_SL;trigger;SL_LP;Status;Monto Compra (lotes);Valor_actual
2022-01-24 01:00:00;2457,62;909;I;2456,007142857143;4,608551185105235;;2456,007142857143;1073,4417873255725;Abierta;0,1;0
2022-01-24 07:00:00;2385,91;912;S;2388,241724137931;4,619535434372102;2412,1241413793105;2436,2453827931035;1050,384752481473;Abierta;0,1;0
2022-01-24 10:00:00;2214,96;916;S;2571,585172413793;4,574405670535771;2597,3010241379307;2623,27403437931;1250,9523332185784;Abierta;0,1;0
2022-01-24 10:00:00;2214,96;918;S;2390,5175862068963;4,6162295387243955;2414,4227620689653;2438,566989689655;1053,6981280723367;Abierta;0,1;0
2022-01-24 10:00:00;2214,96;920;I;2209,45;4,6580534069130195;;2209,45;812,0339779260942;Abierta;0,1;0
2022-01-24 10:00:00;2214,96;922;S;2481,0513793103446;4,595317604630083;2505,861893103448;2530,9205120344823;1152,3252306454574;Abierta;0,1;0
2022-01-24 11:00:00;2237,83;926;I;2200,6;4,659008984911617;;2200,6;802,8973045265147;Abierta;0,1;0
2022-01-24 12:00:00;2187,02;931;S;2200,6;4,6578651184727065;2222,6059999999998;2244,8320599999997;847,4725244581878;Abierta;0,1;0
2022-01-24 14:00:00;2205,88;936;S;2897,8175862068965;4,496034038573455;2926,7957620689654;2956,063719689655;1607,2535081176186;Abierta;0,1;0
2022-01-24 14:00:00;2205,88;937;I;2200,6;4,655624894038918;;2200,6;803,9125317883247;Abierta;0,1;0
2022-01-24 14:00:00;2205,88;938;S;2713,330689655172;4,538262493829489;2740,463996551724;2767,868636517241;1406,3898883683946;Abierta;0,1;0
2022-01-24 14:00:00;2205,88;939;S;2805,5741379310343;4,517148266201472;2833,6298793103447;2861,9661781034483;1506,8216982430067;Abierta;0,1;0
2022-01-24 15:00:00;2275,11;942;S;2300,86;4,631713792164649;2323,8686000000002;2347,1072860000004;957,5931483506058;Abierta;0,1;0
2022-01-24 20:00:00;2464,18;946;I;2390,5175862068963;4,6071977272969775;;2390,5175862068963;1008,3582680178031;Abierta;0,1;0
2022-01-25 00:00:00;2390,54;949;I;2390,5175862068963;4,604276057193683;;2390,5175862068963;1009,2347690487916;Abierta;0,1;0
2022-01-25 01:00:00;2392,68;952;I;2390,5175862068963;4,603529022683236;;2390,5175862068963;1009,4588794019257;Abierta;0,1;0
2022-01-25 02:00:00;2411,24;955;I;2390,5175862068963;4,602804093181873;;2390,5175862068963;1009,6763582523347;Abierta;0,1;0
2022-01-25 04:00:00;2379,61;958;S;2390,5175862068963;4,601343666509651;2414,4227620689653;2438,566989689655;1058,16388973676;Abierta;0,1;0
2022-01-25 10:00:00;2429,3;961;I;2390,5175862068963;4,597067360539466;;2390,5175862068963;1011,3973780450565;Abierta;0,1;0
2022-01-25 14:00:00;2392,13;964;I;2390,5175862068963;4,594383664696727;;2390,5175862068963;1012,2024867978782;Abierta;0,1;0
2022-01-26 13:00:00;2623,89;973;I;2571,585172413793;4,542312087229758;;2571,585172413793;1208,8915462448654;Abierta;0,1;0
2022-01-26 18:00:00;2602,67;978;I;2571,585172413793;4,540282125488599;;2571,585172413793;1209,5005347672131;Abierta;0,1;0
