DateTime,Open,High,Low,Close,Tick_Volume,Spread,Real_Volume
2025-11-23 17:00:00,86654.38,86927.45,86458.29,86701.24,4236.0,1260,0.0
2025-11-23 18:00:00,86701.35,87228.83,86686.24,86962.93,3229.0,1260,0.0
2025-11-23 19:00:00,86964.1,87655.76,86890.47,87299.72,3637.0,1260,0.0
2025-11-23 20:00:00,87299.37,87669.7,87191.86,87441.07,3329.0,1260,0.0
2025-11-23 21:00:00,87445.87,87964.58,87122.86,87960.12,3128.0,1260,0.0
2025-11-23 22:00:00,87959.81,88119.8,87530.95,87977.16,3934.0,1260,0.0
2025-11-23 23:00:00,87985.46,88065.9,86701.05,86807.8,5872.0,1260,0.0
2025-11-24 00:00:00,86808.25,87183.92,85903.57,86703.55,7005.0,1260,0.0
2025-11-24 01:00:00,86697.17,87043.18,86353.83,87024.5,6509.0,1260,0.0
2025-11-24 02:00:00,87029.4,88016.88,86972.77,87491.8,8000.0,1260,0.0
2025-11-24 03:00:00,87490.78,87761.46,87155.42,87413.12,4543.0,1260,0.0
2025-11-24 04:00:00,87416.59,87560.31,86403.46,86689.73,5336.0,1260,0.0
2025-11-24 05:00:00,86687.3,87795.26,86628.28,87418.55,5566.0,1260,0.0
2025-11-24 06:00:00,87421.51,87475.29,86764.58,86865.62,4728.0,1260,0.0
2025-11-24 07:00:00,86862.55,87308.76,86649.87,87008.91,4265.0,1260,0.0
2025-11-24 08:00:00,87007.09,87007.09,86668.74,86916.53,4363.0,1260,0.0
2025-11-24 09:00:00,86916.1,86916.1,85764.65,85900.43,5691.0,1260,0.0
2025-11-24 10:00:00,85899.2,86145.26,85640.84,85999.9,4043.0,1260,0.0
2025-11-24 11:00:00,85998.82,86389.81,85777.38,86217.41,3280.0,1260,0.0
2025-11-24 12:00:00,86218.68,86268.18,85821.13,85954.89,3972.0,1260,0.0
2025-11-24 13:00:00,85950.4,86529.93,85900.32,86101.46,4021.0,1260,0.0
2025-11-24 14:00:00,86098.89,86625.23,85217.33,86115.51,11457.0,1260,0.0
2025-11-24 15:00:00,86118.12,86688.84,85852.51,86566.68,11269.0,1260,0.0
2025-11-24 16:00:00,86564.82,87682.3,86564.82,87134.02,7130.0,1260,0.0
2025-11-24 17:00:00,87138.42,88417.01,86907.04,88339.8,6607.0,1260,0.0
2025-11-24 18:00:00,88336.8,88698.51,88153.86,88687.49,5176.0,1260,0.0
2025-11-24 19:00:00,88686.45,88826.45,88078.05,88306.82,4259.0,1260,0.0
2025-11-24 20:00:00,88305.66,89220.06,88305.66,89067.13,4569.0,1260,0.0
2025-11-24 21:00:00,89062.96,89122.14,88705.65,88740.1,3089.0,1260,0.0
2025-11-24 22:00:00,88740.16,89079.86,88573.68,88608.72,2568.0,1260,0.0
2025-11-24 23:00:00,88607.0,88671.72,88217.71,88267.61,2301.0,1260,0.0
2025-11-25 00:00:00,88267.41,88267.41,87838.14,88077.77,3518.0,1260,0.0
2025-11-25 01:00:00,88080.76,88185.79,87682.27,87704.57,3434.0,1260,0.0
2025-11-25 02:00:00,87712.32,87923.8,87425.56,87884.96,3379.0,1260,0.0
2025-11-25 03:00:00,87885.9,88028.21,87524.37,87784.63,2739.0,1260,0.0
2025-11-25 04:00:00,87775.89,88486.28,87751.78,88315.17,2744.0,1260,0.0
2025-11-25 05:00:00,88315.06,88315.06,87902.13,88091.21,2143.0,1260,0.0
2025-11-25 06:00:00,88089.27,88130.32,87774.45,87979.32,2062.0,1260,0.0
2025-11-25 07:00:00,87981.14,88039.78,87308.43,87371.75,2745.0,1260,0.0
2025-11-25 08:00:00,87381.37,87603.05,86969.35,86987.81,3080.0,1260,0.0
2025-11-25 09:00:00,86989.58,87221.84,86648.36,87206.41,3587.0,1260,0.0
2025-11-25 10:00:00,87203.25,87400.74,86921.26,87383.73,2290.0,1260,0.0
2025-11-25 11:00:00,87379.76,87519.36,87283.78,87334.82,1858.0,1260,0.0
2025-11-25 12:00:00,87336.03,87757.31,87334.85,87489.03,3209.0,1260,0.0
2025-11-25 13:00:00,87490.16,87691.89,86829.13,87041.87,4230.0,1260,0.0
2025-11-25 14:00:00,87049.26,87278.3,86063.36,86696.2,8336.0,1260,0.0
2025-11-25 15:00:00,86692.86,87276.02,86157.02,86953.99,7688.0,1260,0.0
